diet_id,keto_friendly,paleo_friendly,gluten_free,vegetarian,sugar_conscious,dairy_free,engine_2,low_sodium,low_fat,vegan,organic,whole_food_diet,alcohol_content
,0,1,1,1,1,1,0,1,0,1,0,0,0
,0,0,1,1,0,0,0,1,0,0,1,0,0
,0,0,0,0,0,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,1300
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1300
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1300
,0,0,0,0,0,0,0,0,0,0,0,0,1200
,0,0,0,0,0,0,0,0,0,0,0,0,550
,0,0,0,0,0,0,0,0,0,0,0,0,1300
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1200
,0,0,0,0,0,0,0,0,0,0,0,0,1900
,0,0,0,0,0,0,0,0,0,0,0,0,1390
,0,0,0,0,0,0,0,0,0,0,0,0,1300
,0,0,0,0,0,0,0,0,0,0,0,0,1200
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1200
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1350
,0,0,0,0,0,0,0,0,0,0,0,0,1450
,0,0,0,0,0,0,0,0,0,0,0,0,1450
,0,0,0,0,0,0,0,0,0,0,0,0,1420
,0,0,0,0,0,0,0,0,0,0,0,0,1230
,0,0,0,0,0,0,0,0,0,0,0,0,1250
,0,0,0,0,0,0,0,0,0,0,0,0,1460
,0,0,0,0,0,1,0,0,0,0,0,0,500
,0,0,0,0,0,0,0,0,0,0,0,0,490
,0,0,0,0,0,0,0,0,0,0,0,0,900
,0,0,0,0,0,0,0,0,0,0,0,0,420
,0,0,0,0,0,0,0,0,0,0,0,0,500
,0,0,0,0,0,0,0,0,0,0,0,0,440
,0,0,0,0,0,0,0,0,0,0,0,0,1500
,0,0,0,0,0,0,0,0,0,0,0,0,250
,0,0,0,0,0,0,0,0,0,0,0,0,420
,0,0,0,0,0,0,0,0,0,0,0,0,650
,0,0,0,0,0,0,0,0,0,0,0,0,640
,0,0,0,0,0,0,0,0,0,0,0,0,470
,0,0,0,0,0,0,0,0,0,0,0,0,810
,0,0,0,0,0,0,0,0,0,0,0,0,700
,0,0,0,0,0,0,0,0,0,0,0,0,630
,1,0,1,0,0,1,0,0,0,0,0,0,500
,0,0,0,0,0,0,0,0,0,0,0,0,750
,0,0,0,0,0,0,0,0,0,0,0,0,480
,0,0,0,0,0,0,0,0,0,0,0,0,700
,0,0,0,0,0,0,0,0,0,0,0,0,560
